anno_acc,id_ateneo,ateneo_breve,regione_dest,regione_res,imm_fuorisede,isc_fuorisede,imm_totali,isc_totali
2010/2011,04301,Macerata,MARCHE,INTERNAZIONALE,imm_fs,isc_fs,14,99
2010/2011,04301,Macerata,MARCHE,LAZIO,imm_fs,isc_fs,27,291
2010/2011,04301,Macerata,MARCHE,MARCHE,imm_nfs,isc_nfs,1168,8952
2010/2011,04301,Macerata,MARCHE,MOLISE,imm_fs,isc_fs,11,77
2010/2011,04301,Macerata,MARCHE,PUGLIA,imm_fs,isc_fs,42,618
2010/2011,04302,Camerino,MARCHE,ABRUZZO,imm_fs,isc_fs,62,558
2010/2011,04302,Camerino,MARCHE,INTERNAZIONALE,imm_fs,isc_fs,16,265
2010/2011,04302,Camerino,MARCHE,LAZIO,imm_fs,isc_fs,40,827
2010/2011,04302,Camerino,MARCHE,MARCHE,imm_nfs,isc_nfs,646,3961
2010/2011,04302,Camerino,MARCHE,UMBRIA,imm_fs,isc_fs,10,237
2010/2011,04801,Firenze,TOSCANA,ABRUZZO,imm_fs,isc_fs,26,326
2010/2011,04801,Firenze,TOSCANA,BASILICATA,imm_fs,isc_fs,95,585
2010/2011,04801,Firenze,TOSCANA,BOLZANO,imm_fs,isc_fs,13,87
2010/2011,04801,Firenze,TOSCANA,CALABRIA,imm_fs,isc_fs,197,1367
2010/2011,04801,Firenze,TOSCANA,CAMPANIA,imm_fs,isc_fs,110,980
2010/2011,04801,Firenze,TOSCANA,EMILIA ROMAGNA,imm_fs,isc_fs,17,643
2010/2011,04801,Firenze,TOSCANA,INTERNAZIONALE,imm_fs,isc_fs,189,912
2010/2011,04801,Firenze,TOSCANA,LAZIO,imm_fs,isc_fs,40,600
2010/2011,04801,Firenze,TOSCANA,LIGURIA,imm_fs,isc_fs,33,407
2010/2011,04801,Firenze,TOSCANA,LOMBARDIA,imm_fs,isc_fs,14,390
2010/2011,04801,Firenze,TOSCANA,MARCHE,imm_fs,isc_fs,18,421
2010/2011,04801,Firenze,TOSCANA,MOLISE,imm_fs,isc_fs,12,149
2010/2011,04801,Firenze,TOSCANA,PUGLIA,imm_fs,isc_fs,139,1076
2010/2011,04801,Firenze,TOSCANA,SARDEGNA,imm_fs,isc_fs,43,541
2010/2011,04801,Firenze,TOSCANA,SICILIA,imm_fs,isc_fs,170,1138
2010/2011,04801,Firenze,TOSCANA,TOSCANA,imm_nfs,isc_nfs,7143,45588
2010/2011,04801,Firenze,TOSCANA,UMBRIA,imm_fs,isc_fs,59,601
2010/2011,05001,Pisa,TOSCANA,ABRUZZO,imm_fs,isc_fs,24,365
2010/2011,05001,Pisa,TOSCANA,BASILICATA,imm_fs,isc_fs,107,762
2010/2011,05001,Pisa,TOSCANA,CALABRIA,imm_fs,isc_fs,181,1346
2010/2011,05001,Pisa,TOSCANA,CAMPANIA,imm_fs,isc_fs,82,863
2010/2011,05001,Pisa,TOSCANA,INTERNAZIONALE,imm_fs,isc_fs,41,449
2010/2011,05001,Pisa,TOSCANA,LAZIO,imm_fs,isc_fs,70,749
2010/2011,05001,Pisa,TOSCANA,LIGURIA,imm_fs,isc_fs,339,2409
2010/2011,05001,Pisa,TOSCANA,LOMBARDIA,imm_fs,isc_fs,16,470
2010/2011,05001,Pisa,TOSCANA,MARCHE,imm_fs,isc_fs,21,232
2010/2011,05001,Pisa,TOSCANA,MOLISE,imm_fs,isc_fs,22,194
2010/2011,05001,Pisa,TOSCANA,PUGLIA,imm_fs,isc_fs,186,1462
2010/2011,05001,Pisa,TOSCANA,SARDEGNA,imm_fs,isc_fs,82,1018
2010/2011,05001,Pisa,TOSCANA,SICILIA,imm_fs,isc_fs,448,2675
2010/2011,05001,Pisa,TOSCANA,TOSCANA,imm_nfs,isc_nfs,4978,32534
2010/2011,05201,Siena,TOSCANA,ABRUZZO,imm_fs,isc_fs,14,187
2010/2011,05201,Siena,TOSCANA,BASILICATA,imm_fs,isc_fs,100,646
2010/2011,05201,Siena,TOSCANA,CALABRIA,imm_fs,isc_fs,98,615
2010/2011,05201,Siena,TOSCANA,CAMPANIA,imm_fs,isc_fs,233,1379
2010/2011,05201,Siena,TOSCANA,INTERNAZIONALE,imm_fs,isc_fs,34,243
2010/2011,05201,Siena,TOSCANA,LAZIO,imm_fs,isc_fs,138,864
2010/2011,05201,Siena,TOSCANA,PUGLIA,imm_fs,isc_fs,169,964
2010/2011,05201,Siena,TOSCANA,SICILIA,imm_fs,isc_fs,225,1185
2010/2011,05201,Siena,TOSCANA,TOSCANA,imm_nfs,isc_nfs,1521,10192
2010/2011,05201,Siena,TOSCANA,UMBRIA,imm_fs,isc_fs,37,347
2010/2011,05202,Siena Stranieri,TOSCANA,INTERNAZIONALE,imm_fs,isc_fs,10,65
2010/2011,05202,Siena Stranieri,TOSCANA,TOSCANA,imm_nfs,isc_nfs,87,409
2010/2011,05401,Perugia,UMBRIA,ABRUZZO,imm_fs,isc_fs,48,425
2010/2011,05401,Perugia,UMBRIA,BASILICATA,imm_fs,isc_fs,94,634
2010/2011,05401,Perugia,UMBRIA,CALABRIA,imm_fs,isc_fs,149,1210
2010/2011,05401,Perugia,UMBRIA,CAMPANIA,imm_fs,isc_fs,116,867
2010/2011,05401,Perugia,UMBRIA,INTERNAZIONALE,imm_fs,isc_fs,14,93
2010/2011,05401,Perugia,UMBRIA,LAZIO,imm_fs,isc_fs,307,2286
2010/2011,05401,Perugia,UMBRIA,MARCHE,imm_fs,isc_fs,161,1047
2010/2011,05401,Perugia,UMBRIA,MOLISE,imm_fs,isc_fs,12,234
2010/2011,05401,Perugia,UMBRIA,PUGLIA,imm_fs,isc_fs,113,970
2010/2011,05401,Perugia,UMBRIA,SICILIA,imm_fs,isc_fs,19,536
2010/2011,05401,Perugia,UMBRIA,TOSCANA,imm_fs,isc_fs,153,1052
2010/2011,05401,Perugia,UMBRIA,UMBRIA,imm_nfs,isc_nfs,2982,17746
2010/2011,05403,Perugia Stranieri,UMBRIA,INTERNAZIONALE,imm_fs,isc_fs,69,393
2010/2011,05403,Perugia Stranieri,UMBRIA,UMBRIA,imm_nfs,isc_nfs,68,487
2010/2011,05601,Tuscia,LAZIO,CAMPANIA,imm_fs,isc_fs,70,612
2010/2011,05601,Tuscia,LAZIO,LAZIO,imm_nfs,isc_nfs,1019,5901
2010/2011,05601,Tuscia,LAZIO,LIGURIA,imm_fs,isc_fs,19,62
2010/2011,05601,Tuscia,LAZIO,PUGLIA,imm_fs,isc_fs,114,557
2010/2011,05601,Tuscia,LAZIO,SICILIA,imm_fs,isc_fs,24,316
2010/2011,05601,Tuscia,LAZIO,TOSCANA,imm_fs,isc_fs,47,295
2010/2011,05601,Tuscia,LAZIO,UMBRIA,imm_fs,isc_fs,64,389
2010/2011,05801,La Sapienza,LAZIO,ABRUZZO,imm_fs,isc_fs,367,3139
2010/2011,05801,La Sapienza,LAZIO,BASILICATA,imm_fs,isc_fs,185,2019
2010/2011,05801,La Sapienza,LAZIO,CALABRIA,imm_fs,isc_fs,488,4481
2010/2011,05801,La Sapienza,LAZIO,CAMPANIA,imm_fs,isc_fs,816,5998
2010/2011,05801,La Sapienza,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,152,481
2010/2011,05801,La Sapienza,LAZIO,LAZIO,imm_nfs,isc_nfs,12891,92738
2010/2011,05801,La Sapienza,LAZIO,LOMBARDIA,imm_fs,isc_fs,15,496
2010/2011,05801,La Sapienza,LAZIO,MARCHE,imm_fs,isc_fs,165,1113
2010/2011,05801,La Sapienza,LAZIO,MOLISE,imm_fs,isc_fs,149,1482
2010/2011,05801,La Sapienza,LAZIO,PUGLIA,imm_fs,isc_fs,381,3753
2010/2011,05801,La Sapienza,LAZIO,SARDEGNA,imm_fs,isc_fs,65,772
2010/2011,05801,La Sapienza,LAZIO,SICILIA,imm_fs,isc_fs,234,2143
2010/2011,05801,La Sapienza,LAZIO,TOSCANA,imm_fs,isc_fs,55,815
2010/2011,05801,La Sapienza,LAZIO,UMBRIA,imm_fs,isc_fs,234,1774
2010/2011,05802,Tor Vergata,LAZIO,ABRUZZO,imm_fs,isc_fs,74,597
2010/2011,05802,Tor Vergata,LAZIO,BASILICATA,imm_fs,isc_fs,47,392
2010/2011,05802,Tor Vergata,LAZIO,CALABRIA,imm_fs,isc_fs,131,1104
2010/2011,05802,Tor Vergata,LAZIO,CAMPANIA,imm_fs,isc_fs,202,1336
2010/2011,05802,Tor Vergata,LAZIO,LAZIO,imm_nfs,isc_nfs,4622,25849
2010/2011,05802,Tor Vergata,LAZIO,MOLISE,imm_fs,isc_fs,14,176
2010/2011,05802,Tor Vergata,LAZIO,PUGLIA,imm_fs,isc_fs,77,770
2010/2011,05802,Tor Vergata,LAZIO,SICILIA,imm_fs,isc_fs,27,506
2010/2011,05802,Tor Vergata,LAZIO,UMBRIA,imm_fs,isc_fs,21,158
2010/2011,05803,Roma LUMSA,LAZIO,BASILICATA,imm_fs,isc_fs,13,139
2010/2011,05803,Roma LUMSA,LAZIO,CALABRIA,imm_fs,isc_fs,70,532
2010/2011,05803,Roma LUMSA,LAZIO,CAMPANIA,imm_fs,isc_fs,36,323
2010/2011,05803,Roma LUMSA,LAZIO,LAZIO,imm_nfs,isc_nfs,505,3684
2010/2011,05803,Roma LUMSA,LAZIO,PUGLIA,imm_fs,isc_fs,38,426
2010/2011,05803,Roma LUMSA,LAZIO,SICILIA,imm_fs,isc_fs,144,1120
2010/2011,05803,Roma LUMSA,LAZIO,UMBRIA,imm_fs,isc_fs,14,96
2010/2011,05805,Roma LUISS,LAZIO,ABRUZZO,imm_fs,isc_fs,74,370
2010/2011,05805,Roma LUISS,LAZIO,BASILICATA,imm_fs,isc_fs,34,196
2010/2011,05805,Roma LUISS,LAZIO,CALABRIA,imm_fs,isc_fs,50,478
2010/2011,05805,Roma LUISS,LAZIO,CAMPANIA,imm_fs,isc_fs,164,1127
2010/2011,05805,Roma LUISS,LAZIO,LAZIO,imm_nfs,isc_nfs,613,3245
2010/2011,05805,Roma LUISS,LAZIO,MARCHE,imm_fs,isc_fs,11,194
2010/2011,05805,Roma LUISS,LAZIO,MOLISE,imm_fs,isc_fs,18,114
2010/2011,05805,Roma LUISS,LAZIO,PUGLIA,imm_fs,isc_fs,97,758
2010/2011,05805,Roma LUISS,LAZIO,SARDEGNA,imm_fs,isc_fs,10,125
2010/2011,05805,Roma LUISS,LAZIO,SICILIA,imm_fs,isc_fs,71,505
2010/2011,05805,Roma LUISS,LAZIO,UMBRIA,imm_fs,isc_fs,27,158
2010/2011,05806,Roma Foro Italico,LAZIO,LAZIO,imm_nfs,isc_nfs,276,1566
2010/2011,05807,Roma Tre,LAZIO,ABRUZZO,imm_fs,isc_fs,120,596
2010/2011,05807,Roma Tre,LAZIO,BASILICATA,imm_fs,isc_fs,64,387
2010/2011,05807,Roma Tre,LAZIO,CALABRIA,imm_fs,isc_fs,117,836
2010/2011,05807,Roma Tre,LAZIO,CAMPANIA,imm_fs,isc_fs,130,828
2010/2011,05807,Roma Tre,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,57,248
2010/2011,05807,Roma Tre,LAZIO,LAZIO,imm_nfs,isc_nfs,5254,32291
2010/2011,05807,Roma Tre,LAZIO,MARCHE,imm_fs,isc_fs,17,227
2010/2011,05807,Roma Tre,LAZIO,MOLISE,imm_fs,isc_fs,16,131
2010/2011,05807,Roma Tre,LAZIO,PUGLIA,imm_fs,isc_fs,104,743
2010/2011,05807,Roma Tre,LAZIO,SARDEGNA,imm_fs,isc_fs,11,202
2010/2011,05807,Roma Tre,LAZIO,SICILIA,imm_fs,isc_fs,48,543
2010/2011,05807,Roma Tre,LAZIO,TOSCANA,imm_fs,isc_fs,19,205
2010/2011,05807,Roma Tre,LAZIO,UMBRIA,imm_fs,isc_fs,44,268
2010/2011,05808,Campus Biomedico,LAZIO,LAZIO,imm_nfs,isc_nfs,172,690
2010/2011,05809,Roma UNINT,LAZIO,CAMPANIA,imm_fs,isc_fs,14,140
2010/2011,05809,Roma UNINT,LAZIO,LAZIO,imm_nfs,isc_nfs,108,707
2010/2011,05809,Roma UNINT,LAZIO,SICILIA,imm_fs,isc_fs,10,140
2010/2011,05810,Roma Marconi,LAZIO,CALABRIA,imm_fs,isc_fs,23,645
2010/2011,05810,Roma Marconi,LAZIO,CAMPANIA,imm_fs,isc_fs,91,1333
2010/2011,05810,Roma Marconi,LAZIO,EMILIA ROMAGNA,imm_fs,isc_fs,11,278
2010/2011,05810,Roma Marconi,LAZIO,LAZIO,imm_nfs,isc_nfs,266,2067
2010/2011,05810,Roma Marconi,LAZIO,LIGURIA,imm_fs,isc_fs,25,228
2010/2011,05810,Roma Marconi,LAZIO,LOMBARDIA,imm_fs,isc_fs,121,1002
2010/2011,05810,Roma Marconi,LAZIO,PIEMONTE,imm_fs,isc_fs,12,293
2010/2011,05810,Roma Marconi,LAZIO,PUGLIA,imm_fs,isc_fs,44,714
2010/2011,05810,Roma Marconi,LAZIO,SARDEGNA,imm_fs,isc_fs,11,256
2010/2011,05810,Roma Marconi,LAZIO,SICILIA,imm_fs,isc_fs,49,1050
2010/2011,05810,Roma Marconi,LAZIO,TOSCANA,imm_fs,isc_fs,22,583
2010/2011,05810,Roma Marconi,LAZIO,TRENTO,imm_fs,isc_fs,15,66
2010/2011,05810,Roma Marconi,LAZIO,UMBRIA,imm_fs,isc_fs,10,144
2010/2011,05810,Roma Marconi,LAZIO,VENETO,imm_fs,isc_fs,96,658
2010/2011,05811,Unitelma,LAZIO,CAMPANIA,imm_fs,isc_fs,27,192
2010/2011,05811,Unitelma,LAZIO,LAZIO,imm_nfs,isc_nfs,71,536
2010/2011,05811,Unitelma,LAZIO,SICILIA,imm_fs,isc_fs,10,229
2010/2011,05812,Roma Europea,LAZIO,LAZIO,imm_nfs,isc_nfs,89,640
2010/2011,05813,Uninettuno,LAZIO,BASILICATA,imm_fs,isc_fs,12,57
2010/2011,05813,Uninettuno,LAZIO,CALABRIA,imm_fs,isc_fs,27,104
2010/2011,05813,Uninettuno,LAZIO,CAMPANIA,imm_fs,isc_fs,216,653
2010/2011,05813,Uninettuno,LAZIO,EMILIA ROMAGNA,imm_fs,isc_fs,84,303
2010/2011,05813,Uninettuno,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,18,144
2010/2011,05813,Uninettuno,LAZIO,LAZIO,imm_nfs,isc_nfs,751,1495
2010/2011,05813,Uninettuno,LAZIO,LIGURIA,imm_fs,isc_fs,18,83
2010/2011,05813,Uninettuno,LAZIO,LOMBARDIA,imm_fs,isc_fs,223,537
2010/2011,05813,Uninettuno,LAZIO,MARCHE,imm_fs,isc_fs,25,74
2010/2011,05813,Uninettuno,LAZIO,PIEMONTE,imm_fs,isc_fs,92,253
2010/2011,05813,Uninettuno,LAZIO,PUGLIA,imm_fs,isc_fs,83,225
2010/2011,05813,Uninettuno,LAZIO,SARDEGNA,imm_fs,isc_fs,30,112
2010/2011,05813,Uninettuno,LAZIO,SICILIA,imm_fs,isc_fs,127,440
2010/2011,05813,Uninettuno,LAZIO,TOSCANA,imm_fs,isc_fs,41,261
2010/2011,05813,Uninettuno,LAZIO,VENETO,imm_fs,isc_fs,74,260
2010/2011,05814,Mercatorum,LAZIO,LAZIO,imm_nfs,isc_nfs,17,77
2010/2011,05815,Unicusano,LAZIO,CALABRIA,imm_fs,isc_fs,74,989
2010/2011,05815,Unicusano,LAZIO,CAMPANIA,imm_fs,isc_fs,125,1436
2010/2011,05815,Unicusano,LAZIO,EMILIA ROMAGNA,imm_fs,isc_fs,13,171
2010/2011,05815,Unicusano,LAZIO,LAZIO,imm_nfs,isc_nfs,376,2304
2010/2011,05815,Unicusano,LAZIO,LIGURIA,imm_fs,isc_fs,11,93
2010/2011,05815,Unicusano,LAZIO,LOMBARDIA,imm_fs,isc_fs,51,420
2010/2011,05815,Unicusano,LAZIO,PIEMONTE,imm_fs,isc_fs,33,232
2010/2011,05815,Unicusano,LAZIO,PUGLIA,imm_fs,isc_fs,73,729
2010/2011,05815,Unicusano,LAZIO,SARDEGNA,imm_fs,isc_fs,32,159
2010/2011,05815,Unicusano,LAZIO,SICILIA,imm_fs,isc_fs,157,1565
2010/2011,05815,Unicusano,LAZIO,TOSCANA,imm_fs,isc_fs,10,220
2010/2011,05815,Unicusano,LAZIO,VENETO,imm_fs,isc_fs,64,374
2010/2011,05816,Roma San Raffaele,LAZIO,CAMPANIA,imm_fs,isc_fs,13,36
2010/2011,05816,Roma San Raffaele,LAZIO,LAZIO,imm_nfs,isc_nfs,13,36
2010/2011,06001,Cassino,LAZIO,CAMPANIA,imm_fs,isc_fs,239,1985
2010/2011,06001,Cassino,LAZIO,LAZIO,imm_nfs,isc_nfs,1123,7882
2010/2011,06001,Cassino,LAZIO,MOLISE,imm_fs,isc_fs,97,578
2010/2011,06201,Sannio,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,1140,6821
2010/2011,06201,Sannio,CAMPANIA,PUGLIA,imm_fs,isc_fs,11,80
2010/2011,06202,Benevento - Giustino Fortunato,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,10,328
2010/2011,06202,Benevento - Giustino Fortunato,CAMPANIA,PUGLIA,imm_fs,isc_fs,11,87
2010/2011,06301,Napoli Federico II,CAMPANIA,ABRUZZO,imm_fs,isc_fs,11,137
2010/2011,06301,Napoli Federico II,CAMPANIA,BASILICATA,imm_fs,isc_fs,82,808
2010/2011,06301,Napoli Federico II,CAMPANIA,CALABRIA,imm_fs,isc_fs,33,503
2010/2011,06301,Napoli Federico II,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,13239,83913
2010/2011,06301,Napoli Federico II,CAMPANIA,INTERNAZIONALE,imm_fs,isc_fs,25,132
2010/2011,06301,Napoli Federico II,CAMPANIA,LAZIO,imm_fs,isc_fs,131,1114
2010/2011,06301,Napoli Federico II,CAMPANIA,MOLISE,imm_fs,isc_fs,16,269
2010/2011,06301,Napoli Federico II,CAMPANIA,PUGLIA,imm_fs,isc_fs,22,349
2010/2011,06302,Napoli Parthenope,CAMPANIA,BASILICATA,imm_fs,isc_fs,11,239
2010/2011,06302,Napoli Parthenope,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,3212,16487
2010/2011,06302,Napoli Parthenope,CAMPANIA,LAZIO,imm_fs,isc_fs,37,202
2010/2011,06303,Napoli L'Orientale,CAMPANIA,BASILICATA,imm_fs,isc_fs,13,151
2010/2011,06303,Napoli L'Orientale,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,1391,9414
2010/2011,06303,Napoli L'Orientale,CAMPANIA,LAZIO,imm_fs,isc_fs,26,216
2010/2011,06304,Benincasa,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,1331,10103
2010/2011,06304,Benincasa,CAMPANIA,LAZIO,imm_fs,isc_fs,12,111
2010/2011,06306,Napoli II,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,3823,28982
2010/2011,06306,Napoli II,CAMPANIA,LAZIO,imm_fs,isc_fs,11,296
2010/2011,06307,Napoli Pegaso,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,402,2854
2010/2011,06307,Napoli Pegaso,CAMPANIA,LAZIO,imm_fs,isc_fs,66,623
2010/2011,06307,Napoli Pegaso,CAMPANIA,PIEMONTE,imm_fs,isc_fs,22,239
2010/2011,06307,Napoli Pegaso,CAMPANIA,PUGLIA,imm_fs,isc_fs,19,341
2010/2011,06307,Napoli Pegaso,CAMPANIA,SICILIA,imm_fs,isc_fs,71,523
2010/2011,06501,Salerno,CAMPANIA,BASILICATA,imm_fs,isc_fs,132,1246
2010/2011,06501,Salerno,CAMPANIA,CALABRIA,imm_fs,isc_fs,44,418
2010/2011,06501,Salerno,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,5018,35109
2010/2011,06601,Aquila,ABRUZZO,ABRUZZO,imm_nfs,isc_nfs,1621,14349
2010/2011,06601,Aquila,ABRUZZO,BASILICATA,imm_fs,isc_fs,14,123
2010/2011,06601,Aquila,ABRUZZO,CALABRIA,imm_fs,isc_fs,19,230
2010/2011,06601,Aquila,ABRUZZO,CAMPANIA,imm_fs,isc_fs,238,1238
2010/2011,06601,Aquila,ABRUZZO,INTERNAZIONALE,imm_fs,isc_fs,27,100
2010/2011,06601,Aquila,ABRUZZO,LAZIO,imm_fs,isc_fs,944,4469
2010/2011,06601,Aquila,ABRUZZO,MARCHE,imm_fs,isc_fs,36,411
2010/2011,06601,Aquila,ABRUZZO,MOLISE,imm_fs,isc_fs,17,376
2010/2011,06601,Aquila,ABRUZZO,PUGLIA,imm_fs,isc_fs,101,971
2010/2011,06601,Aquila,ABRUZZO,SICILIA,imm_fs,isc_fs,49,345
2010/2011,06601,Aquila,ABRUZZO,UMBRIA,imm_fs,isc_fs,14,133
2010/2011,06701,Teramo,ABRUZZO,ABRUZZO,imm_nfs,isc_nfs,721,6076
2010/2011,06701,Teramo,ABRUZZO,LAZIO,imm_fs,isc_fs,66,808
2010/2011,06701,Teramo,ABRUZZO,MARCHE,imm_fs,isc_fs,37,345
2010/2011,06701,Teramo,ABRUZZO,PUGLIA,imm_fs,isc_fs,16,397
2010/2011,06901,Chieti e Pescara,ABRUZZO,ABRUZZO,imm_nfs,isc_nfs,2953,18357
2010/2011,06901,Chieti e Pescara,ABRUZZO,BASILICATA,imm_fs,isc_fs,265,1006
2010/2011,06901,Chieti e Pescara,ABRUZZO,CALABRIA,imm_fs,isc_fs,136,471
2010/2011,06901,Chieti e Pescara,ABRUZZO,CAMPANIA,imm_fs,isc_fs,446,2000
2010/2011,06901,Chieti e Pescara,ABRUZZO,EMILIA ROMAGNA,imm_fs,isc_fs,12,107
2010/2011,06901,Chieti e Pescara,ABRUZZO,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,13,42
2010/2011,06901,Chieti e Pescara,ABRUZZO,INTERNAZIONALE,imm_fs,isc_fs,46,199
2010/2011,06901,Chieti e Pescara,ABRUZZO,LAZIO,imm_fs,isc_fs,102,604
2010/2011,06901,Chieti e Pescara,ABRUZZO,MARCHE,imm_fs,isc_fs,169,706
2010/2011,06901,Chieti e Pescara,ABRUZZO,MOLISE,imm_fs,isc_fs,352,2086
2010/2011,06901,Chieti e Pescara,ABRUZZO,PIEMONTE,imm_fs,isc_fs,16,89
2010/2011,06901,Chieti e Pescara,ABRUZZO,PUGLIA,imm_fs,isc_fs,1319,6093
2010/2011,06901,Chieti e Pescara,ABRUZZO,SICILIA,imm_fs,isc_fs,43,182
2010/2011,06901,Chieti e Pescara,ABRUZZO,TRENTO,imm_fs,isc_fs,13,23
2010/2011,06901,Chieti e Pescara,ABRUZZO,VENETO,imm_fs,isc_fs,28,106
2010/2011,07001,Molise,MOLISE,ABRUZZO,imm_fs,isc_fs,26,263
2010/2011,07001,Molise,MOLISE,CAMPANIA,imm_fs,isc_fs,253,1940
2010/2011,07001,Molise,MOLISE,LAZIO,imm_fs,isc_fs,10,140
2010/2011,07001,Molise,MOLISE,MOLISE,imm_nfs,isc_nfs,753,4734
2010/2011,07001,Molise,MOLISE,PUGLIA,imm_fs,isc_fs,67,796
2010/2011,07101,Foggia,PUGLIA,BASILICATA,imm_fs,isc_fs,78,528
2010/2011,07101,Foggia,PUGLIA,CAMPANIA,imm_fs,isc_fs,20,203
2010/2011,07101,Foggia,PUGLIA,PUGLIA,imm_nfs,isc_nfs,1596,10012
2010/2011,07201,Bari,PUGLIA,BASILICATA,imm_fs,isc_fs,349,2571
2010/2011,07201,Bari,PUGLIA,CALABRIA,imm_fs,isc_fs,74,632
2010/2011,07201,Bari,PUGLIA,INTERNAZIONALE,imm_fs,isc_fs,23,181
2010/2011,07201,Bari,PUGLIA,PUGLIA,imm_nfs,isc_nfs,8588,53214
2010/2011,07202,Bari Politecnico,PUGLIA,BASILICATA,imm_fs,isc_fs,75,443
2010/2011,07202,Bari Politecnico,PUGLIA,PUGLIA,imm_nfs,isc_nfs,1705,11775
2010/2011,07203,Jean Monnet,PUGLIA,LAZIO,imm_fs,isc_fs,58,106
2010/2011,07203,Jean Monnet,PUGLIA,PUGLIA,imm_nfs,isc_nfs,114,1066
2010/2011,07501,Salento,PUGLIA,BASILICATA,imm_fs,isc_fs,50,362
2010/2011,07501,Salento,PUGLIA,PUGLIA,imm_nfs,isc_nfs,3325,23159
2010/2011,07601,Basilicata,BASILICATA,BASILICATA,imm_nfs,isc_nfs,869,6840
2010/2011,07601,Basilicata,BASILICATA,CAMPANIA,imm_fs,isc_fs,87,691
2010/2011,07601,Basilicata,BASILICATA,PUGLIA,imm_fs,isc_fs,67,830
2010/2011,07801,Calabria,CALABRIA,BASILICATA,imm_fs,isc_fs,52,264
2010/2011,07801,Calabria,CALABRIA,CALABRIA,imm_nfs,isc_nfs,4229,33287
2010/2011,07801,Calabria,CALABRIA,INTERNAZIONALE,imm_fs,isc_fs,24,244
2010/2011,07901,Catanzaro,CALABRIA,CALABRIA,imm_nfs,isc_nfs,1417,10679
2010/2011,08001,Reggio Calabria,CALABRIA,CALABRIA,imm_nfs,isc_nfs,1300,8763
2010/2011,08001,Reggio Calabria,CALABRIA,SICILIA,imm_fs,isc_fs,67,912
2010/2011,08003,Reggio Calabria - Dante Alighieri,CALABRIA,CALABRIA,imm_nfs,isc_nfs,62,349
2010/2011,08201,Palermo,SICILIA,INTERNAZIONALE,imm_fs,isc_fs,21,93
2010/2011,08201,Palermo,SICILIA,SICILIA,imm_nfs,isc_nfs,7547,52227
2010/2011,08301,Messina,SICILIA,CALABRIA,imm_fs,isc_fs,1158,8826
2010/2011,08301,Messina,SICILIA,SICILIA,imm_nfs,isc_nfs,3530,23168
2010/2011,08601,Enna,SICILIA,SICILIA,imm_nfs,isc_nfs,1310,6149
2010/2011,08701,Catania,SICILIA,SICILIA,imm_nfs,isc_nfs,6151,57031
2010/2011,09001,Sassari,SARDEGNA,INTERNAZIONALE,imm_fs,isc_fs,20,59
2010/2011,09001,Sassari,SARDEGNA,SARDEGNA,imm_nfs,isc_nfs,1942,14929
2010/2011,09201,Cagliari,SARDEGNA,INTERNAZIONALE,imm_fs,isc_fs,14,96
2010/2011,09201,Cagliari,SARDEGNA,SARDEGNA,imm_nfs,isc_nfs,4002,32555
2011/2012,00101,Torino,PIEMONTE,BASILICATA,imm_fs,isc_fs,12,165
2011/2012,00101,Torino,PIEMONTE,CALABRIA,imm_fs,isc_fs,55,445
2011/2012,00101,Torino,PIEMONTE,CAMPANIA,imm_fs,isc_fs,10,301
2011/2012,00101,Torino,PIEMONTE,INTERNAZIONALE,imm_fs,isc_fs,216,1068
2011/2012,00101,Torino,PIEMONTE,LAZIO,imm_fs,isc_fs,10,181
2011/2012,00101,Torino,PIEMONTE,LIGURIA,imm_fs,isc_fs,147,983
2011/2012,00101,Torino,PIEMONTE,LOMBARDIA,imm_fs,isc_fs,60,876
2011/2012,00101,Torino,PIEMONTE,PIEMONTE,imm_nfs,isc_nfs,9595,57451
2011/2012,00101,Torino,PIEMONTE,PUGLIA,imm_fs,isc_fs,118,876
2011/2012,00101,Torino,PIEMONTE,SARDEGNA,imm_fs,isc_fs,27,436
2011/2012,00101,Torino,PIEMONTE,SICILIA,imm_fs,isc_fs,107,1041
2011/2012,00101,Torino,PIEMONTE,VALLE D'AOSTA,imm_fs,isc_fs,198,1278
2011/2012,00102,Torino Politecnico,PIEMONTE,ABRUZZO,imm_fs,isc_fs,81,272
2011/2012,00102,Torino Politecnico,PIEMONTE,BASILICATA,imm_fs,isc_fs,83,331
2011/2012,00102,Torino Politecnico,PIEMONTE,CALABRIA,imm_fs,isc_fs,85,438
2011/2012,00102,Torino Politecnico,PIEMONTE,CAMPANIA,imm_fs,isc_fs,53,365
