anno_acc,id_ateneo,ateneo_breve,codice_classe,laurea,lau_totali,isc_femmine,isc_maschi,isc_totali,isc_1anno
2013/2014,03701,Bologna,L/SNT3,"tecniche di radiologia medica, per immagini e radioterapia",22,NA,NA,NA,32
2013/2014,03701,Bologna,L/SNT3,tecniche ortopediche,10,NA,NA,NA,13
2013/2014,03701,Bologna,L/SNT4,tecniche della prevenzione nell'ambiente e nei luoghi di lavoro,15,NA,NA,NA,26
2013/2014,03701,Bologna,LM-01,antropologia culturale ed etnologia,50,NA,NA,NA,71
2013/2014,03701,Bologna,LM-02,archeologia e culture del mondo antico,44,NA,NA,NA,61
2013/2014,03701,Bologna,LM-02,"ricerca, documentazione e tutela dei beni archeologici",31,NA,NA,NA,41
2013/2014,03701,Bologna,LM-04CU,architettura,73,NA,NA,NA,80
2013/2014,03701,Bologna,LM-04CU,ingegneria edile-architettura,19,NA,NA,NA,86
2013/2014,03701,Bologna,LM-06,biodiversita ed evoluzione,32,NA,NA,NA,44
2013/2014,03701,Bologna,LM-06,bioinformatics,16,NA,NA,NA,25
2013/2014,03701,Bologna,LM-06,biologia della salute,88,NA,NA,NA,63
2013/2014,03701,Bologna,LM-06,biologia marina,33,NA,NA,NA,48
2013/2014,03701,Bologna,LM-06,biologia molecolare e cellulare,25,NA,NA,NA,31
2013/2014,03701,Bologna,LM-08,biotecnologie molecolari e industriali,33,NA,NA,NA,30
2013/2014,03701,Bologna,LM-09,biotecnologie animali,11,NA,NA,NA,14
2013/2014,03701,Bologna,LM-09,biotecnologie farmaceutiche,29,NA,NA,NA,33
2013/2014,03701,Bologna,LM-09,biotecnologie mediche,34,NA,NA,NA,54
2013/2014,03701,Bologna,LM-11,science for the conservation-restoration of cultural heritage,19,NA,NA,NA,12
2013/2014,03701,Bologna,LM-14,"italianistica, culture letterarie europee, scienze linguistiche",264,NA,NA,NA,357
2013/2014,03701,Bologna,LM-15,"filologia, letteratura e tradizione classica",46,NA,NA,NA,56
2013/2014,03701,Bologna,LM-16,"finanza, intermediari e mercati",63,NA,NA,NA,56
2013/2014,03701,Bologna,LM-16,quantitative finance,31,NA,NA,NA,42
2013/2014,03701,Bologna,LM-17,fisica,59,NA,NA,NA,88
2013/2014,03701,Bologna,LM-18,informatica,26,NA,NA,NA,39
2013/2014,03701,Bologna,LM-21,ingegneria biomedica,43,NA,NA,NA,62
2013/2014,03701,Bologna,LM-22,ingegneria chimica e di processo,36,NA,NA,NA,65
2013/2014,03701,Bologna,LM-23,civil engineering,33,NA,NA,NA,68
2013/2014,03701,Bologna,LM-23,ingegneria civile,126,NA,NA,NA,114
2013/2014,03701,Bologna,LM-24,ingegneria dei sistemi edilizi e urbani,48,NA,NA,NA,63
2013/2014,03701,Bologna,LM-25,ingegneria dell'automazione,44,NA,NA,NA,52
2013/2014,03701,Bologna,LM-27,ingegneria delle telecomunicazioni,17,NA,NA,NA,29
2013/2014,03701,Bologna,LM-29,ingegneria elettronica,36,NA,NA,NA,38
2013/2014,03701,Bologna,LM-30,ingegneria energetica,50,NA,NA,NA,86
2013/2014,03701,Bologna,LM-31,ingegneria gestionale,176,NA,NA,NA,143
2013/2014,03701,Bologna,LM-32,ingegneria informatica,93,NA,NA,NA,70
2013/2014,03701,Bologna,LM-33,ingegneria meccanica,120,NA,NA,NA,150
2013/2014,03701,Bologna,LM-35,ingegneria per l'ambiente e il territorio,57,NA,NA,NA,69
2013/2014,03701,Bologna,LM-36,lingue e culture dell'asia e dell'africa,27,NA,NA,NA,36
2013/2014,03701,Bologna,LM-37,"letterature moderne, comparate e postcoloniali",63,NA,NA,NA,100
2013/2014,03701,Bologna,LM-38,"lingua, societa' e comunicazione",76,NA,NA,NA,82
2013/2014,03701,Bologna,LM-39,lingua e cultura italiane per stranieri,81,NA,NA,NA,100
2013/2014,03701,Bologna,LM-40,matematica,56,NA,NA,NA,64
2013/2014,03701,Bologna,LM-42,medicina veterinaria,18,NA,NA,NA,79
2013/2014,03701,Bologna,LM-45,discipline della musica,27,NA,NA,NA,36
2013/2014,03701,Bologna,LM-47,management delle attivita motorie e sportive,22,NA,NA,NA,19
2013/2014,03701,Bologna,LM-50,progettazione e gestione dell'intervento educativo nel disagio sociale,114,NA,NA,NA,153
2013/2014,03701,Bologna,LM-51,neuroscienze e riabilitazione neuropsicologica,59,NA,NA,NA,52
2013/2014,03701,Bologna,LM-51,psicologia clinica,83,NA,NA,NA,104
2013/2014,03701,Bologna,LM-51,psicologia cognitiva applicata,56,NA,NA,NA,53
2013/2014,03701,Bologna,LM-51,psicologia delle organizzazioni e dei servizi,48,NA,NA,NA,52
2013/2014,03701,Bologna,LM-51,psicologia scolastica e di comunita,41,NA,NA,NA,46
2013/2014,03701,Bologna,LM-52,interdisciplinary research and studies on eastern europe,45,NA,NA,NA,29
2013/2014,03701,Bologna,LM-52,relazioni internazionali,59,NA,NA,NA,74
2013/2014,03701,Bologna,LM-52,scienze internazionali e diplomatiche,123,NA,NA,NA,93
2013/2014,03701,Bologna,LM-54,chimica,23,NA,NA,NA,34
2013/2014,03701,Bologna,LM-54,fotochimica e materiali molecolari,17,NA,NA,NA,16
2013/2014,03701,Bologna,LM-56,economia e diritto,43,NA,NA,NA,46
2013/2014,03701,Bologna,LM-56,economia e politica economica,47,NA,NA,NA,76
2013/2014,03701,Bologna,LM-56,economics,20,NA,NA,NA,20
2013/2014,03701,Bologna,LM-56,economics and market policy,17,NA,NA,NA,31
2013/2014,03701,Bologna,LM-56,tourism economics and management / economia e management del turismo,22,NA,NA,NA,42
2013/2014,03701,Bologna,LM-57,scienze dell'educazione permanente e della formazione continua,9,NA,NA,NA,23
2013/2014,03701,Bologna,LM-58,astrofisica e cosmologia,30,NA,NA,NA,26
2013/2014,03701,Bologna,LM-59,scienze della comunicazione pubblica e sociale,86,NA,NA,NA,159
2013/2014,03701,Bologna,LM-60,scienze e gestione della natura,14,NA,NA,NA,21
2013/2014,03701,Bologna,LM-62,mass media e politica,33,NA,NA,NA,41
2013/2014,03701,Bologna,LM-65,"cinema, televisione e produzione multimediale",64,NA,NA,NA,98
2013/2014,03701,Bologna,LM-65,discipline dello spettacolo dal vivo,38,NA,NA,NA,41
2013/2014,03701,Bologna,LM-65,moda,24,NA,NA,NA,36
2013/2014,03701,Bologna,LM-67,scienze e tecniche dell'attivita motoria preventiva e adattata,52,NA,NA,NA,58
2013/2014,03701,Bologna,LM-68,scienze e tecniche dell'attivita sportiva,39,NA,NA,NA,57
2013/2014,03701,Bologna,LM-69,scienze e tecnologie agrarie,38,NA,NA,NA,44
2013/2014,03701,Bologna,LM-70,scienze e tecnologie alimentari,26,NA,NA,NA,29
2013/2014,03701,Bologna,LM-71,chimica industriale,54,NA,NA,NA,83
2013/2014,03701,Bologna,LM-73,"progettazione e gestione degli ecosistemi agro-territoriali, forestali e del paesaggio",24,NA,NA,NA,33
2013/2014,03701,Bologna,LM-74,geologia e territorio,23,NA,NA,NA,46
2013/2014,03701,Bologna,LM-75,analisi e gestione dell'ambiente,14,NA,NA,NA,29
2013/2014,03701,Bologna,LM-76,innovation and organization of culture and the arts,35,NA,NA,NA,30
2013/2014,03701,Bologna,LM-77,amministrazione e controllo d'impresa,89,NA,NA,NA,145
2013/2014,03701,Bologna,LM-77,direzione aziendale,104,NA,NA,NA,108
2013/2014,03701,Bologna,LM-77,economia e commercio,64,NA,NA,NA,71
2013/2014,03701,Bologna,LM-77,economia e gestione aziendale,100,NA,NA,NA,117
2013/2014,03701,Bologna,LM-77,economia e professione,50,NA,NA,NA,43
2013/2014,03701,Bologna,LM-77,economia sociale,16,NA,NA,NA,23
2013/2014,03701,Bologna,LM-78,scienze filosofiche,84,NA,NA,NA,105
2013/2014,03701,Bologna,LM-80,geografia e processi territoriali,20,NA,NA,NA,21
2013/2014,03701,Bologna,LM-81,"cooperazione internazionale, tutela dei diritti umani e dei beni etno-culturali nel mediterraneo e in eurasia",17,NA,NA,NA,59
2013/2014,03701,Bologna,LM-82,scienze statistiche,33,NA,NA,NA,33
2013/2014,03701,Bologna,LM-82,"statistica, economia e impresa",45,NA,NA,NA,83
2013/2014,03701,Bologna,LM-84,scienze storiche,107,NA,NA,NA,165
2013/2014,03701,Bologna,LM-85,pedagogia,108,NA,NA,NA,116
2013/2014,03701,Bologna,LM-86,sicurezza e qualita' delle produzioni animali,11,NA,NA,NA,27
2013/2014,03701,Bologna,LM-88,scienze criminologiche per l'investigazione e la sicurezza,117,NA,NA,NA,127
2013/2014,03701,Bologna,LM-89,arti visive,97,NA,NA,NA,165
2013/2014,03701,Bologna,LM-89,storia e conservazione delle opere d'arte,48,NA,NA,NA,34
2013/2014,03701,Bologna,LM-92,semiotica,25,NA,NA,NA,39
2013/2014,03701,Bologna,LM-94,interpretazione,27,NA,NA,NA,33
2013/2014,03701,Bologna,LM-94,traduzione specializzata,65,NA,NA,NA,63
2013/2014,03701,Bologna,LM/SNT1,scienze infermieristiche e ostetriche,22,NA,NA,NA,25
2013/2014,03701,Bologna,LMG/01,giurisprudenza,680,NA,NA,NA,1178
2013/2014,03801,Ferrara,L-04,design del prodotto industriale,35,NA,NA,NA,48
2013/2014,03801,Ferrara,L-07,ingegneria civile e ambientale,72,NA,NA,NA,74
2013/2014,03801,Ferrara,L-09,ingegneria meccanica,45,NA,NA,NA,114
2013/2014,03801,Ferrara,L-10,letterature e lingue moderne e classiche,22,NA,NA,NA,21
2013/2014,03801,Ferrara,L-11,letterature e lingue moderne e classiche,57,NA,NA,NA,152
2013/2014,03801,Ferrara,L-13,scienze biologiche,104,NA,NA,NA,96
2013/2014,03801,Ferrara,L-14,operatore dei servizi giuridici,27,NA,NA,NA,65
2013/2014,03801,Ferrara,L-18,economia,213,NA,NA,NA,414
2013/2014,03801,Ferrara,L-19,scienze filosofiche e dell'educazione,68,NA,NA,NA,133
2013/2014,03801,Ferrara,L-20,scienze e tecnologie della comunicazione,85,NA,NA,NA,140
2013/2014,03801,Ferrara,L-22,scienze motorie,76,NA,NA,NA,129
2013/2014,03801,Ferrara,L-27,chimica,24,NA,NA,NA,38
2013/2014,03801,Ferrara,L-30,fisica,12,NA,NA,NA,18
2013/2014,03801,Ferrara,L-31,informatica,15,NA,NA,NA,76
2013/2014,03801,Ferrara,L-33,economia,25,NA,NA,NA,33
2013/2014,03801,Ferrara,L-34,scienze geologiche,23,NA,NA,NA,54
2013/2014,03801,Ferrara,L-35,matematica,17,NA,NA,NA,13
2013/2014,03801,Ferrara,L/SNT1,infermieristica,81,NA,NA,NA,250
2013/2014,03801,Ferrara,L/SNT2,educazione professionale,11,NA,NA,NA,30
2013/2014,03801,Ferrara,L/SNT2,fisioterapia,40,NA,NA,NA,52
2013/2014,03801,Ferrara,L/SNT2,logopedia,10,NA,NA,NA,16
2013/2014,03801,Ferrara,L/SNT2,ortottica ed assistenza oftalmologica,9,NA,NA,NA,15
2013/2014,03801,Ferrara,L/SNT3,dietistica,8,NA,NA,NA,11
2013/2014,03801,Ferrara,L/SNT3,igiene dentale,8,NA,NA,NA,12
2013/2014,03801,Ferrara,L/SNT3,tecniche di laboratorio biomedico,12,NA,NA,NA,16
2013/2014,03801,Ferrara,L/SNT3,"tecniche di radiologia medica, per immagini e radioterapia",28,NA,NA,NA,28
2013/2014,03801,Ferrara,LM-02,"quaternario, preistoria e archeologia",22,NA,NA,NA,38
2013/2014,03801,Ferrara,LM-04CU,architettura,64,NA,NA,NA,132
2013/2014,03801,Ferrara,LM-06,ecologia ed evoluzione,22,NA,NA,NA,25
2013/2014,03801,Ferrara,LM-06,scienze biomolecolari e cellulari,53,NA,NA,NA,72
2013/2014,03801,Ferrara,LM-08,tecnologie agro-alimentari e biotrasformazioni industriali,17,NA,NA,NA,15
2013/2014,03801,Ferrara,LM-13,chimica e tecnologia farmaceutiche,18,NA,NA,NA,59
2013/2014,03801,Ferrara,LM-13,farmacia,76,NA,NA,NA,107
2013/2014,03801,Ferrara,LM-14,culture e tradizioni del medio evo e del rinascimento,12,NA,NA,NA,20
2013/2014,03801,Ferrara,LM-17,fisica,18,NA,NA,NA,10
2013/2014,03801,Ferrara,LM-23,ingegneria civile,38,NA,NA,NA,51
2013/2014,03801,Ferrara,LM-29,ingegneria elettronica e delle telecomunicazioni,10,NA,NA,NA,9
2013/2014,03801,Ferrara,LM-32,ingegneria informatica e dell'automazione,19,NA,NA,NA,20
2013/2014,03801,Ferrara,LM-33,ingegneria meccanica,18,NA,NA,NA,30
2013/2014,03801,Ferrara,LM-37,lingue e letterature straniere,35,NA,NA,NA,22
2013/2014,03801,Ferrara,LM-40,matematica,12,NA,NA,NA,15
2013/2014,03801,Ferrara,LM-54,scienze chimiche,17,NA,NA,NA,15
2013/2014,03801,Ferrara,LM-56,"economia, mercati e management",25,NA,NA,NA,33
2013/2014,03801,Ferrara,LM-67,scienze e tecniche dell'attivita motoria preventiva e adattata,29,NA,NA,NA,43
2013/2014,03801,Ferrara,LM-74,"scienze geologiche, georisorse e territorio",14,NA,NA,NA,30
2013/2014,03801,Ferrara,LM-77,"economia, mercati e management",110,NA,NA,NA,125
2013/2014,03801,Ferrara,LM/SNT1,scienze infermieristiche e ostetriche,16,NA,NA,NA,30
2013/2014,03801,Ferrara,LM/SNT2,scienze riabilitative delle professioni sanitarie,15,NA,NA,NA,24
2013/2014,03801,Ferrara,LM/SNT3,scienze delle professioni sanitarie tecniche diagnostiche,20,NA,NA,NA,25
2013/2014,03801,Ferrara,LMG/01,giurisprudenza,175,NA,NA,NA,232
2013/2014,04101,Carlo Bo,L-02,biotecnologie,30,NA,NA,NA,67
2013/2014,04101,Carlo Bo,L-10,"scienze umanistiche. discipline letterarie, artistiche e filosofiche.",33,NA,NA,NA,107
2013/2014,04101,Carlo Bo,L-11,lingue e culture straniere,236,NA,NA,NA,457
2013/2014,04101,Carlo Bo,L-13,scienze biologiche,40,NA,NA,NA,223
2013/2014,04101,Carlo Bo,L-14,scienze giuridiche per la consulenza del lavoro e la sicurezza dei lavoratori,26,NA,NA,NA,54
2013/2014,04101,Carlo Bo,L-18,economia aziendale,86,NA,NA,NA,166
2013/2014,04101,Carlo Bo,L-19,scienze dell'educazione,23,NA,NA,NA,114
2013/2014,04101,Carlo Bo,L-20,"informazione, media, pubblicita",20,NA,NA,NA,144
2013/2014,04101,Carlo Bo,L-22,"scienze motorie, sportive e della salute",206,NA,NA,NA,596
2013/2014,04101,Carlo Bo,L-24,scienze e tecniche psicologiche,157,NA,NA,NA,243
2013/2014,04101,Carlo Bo,L-29,scienza della nutrizione,55,NA,NA,NA,152
2013/2014,04101,Carlo Bo,L-31,informatica applicata,10,NA,NA,NA,91
2013/2014,04101,Carlo Bo,L-34,scienze geologiche e gestione del territorio,16,NA,NA,NA,24
2013/2014,04101,Carlo Bo,L-39,sociologia e servizio sociale,34,NA,NA,NA,48
2013/2014,04101,Carlo Bo,L-40,sociologia e servizio sociale,27,NA,NA,NA,71
2013/2014,04101,Carlo Bo,LM-06,"biologia molecolare, sanitaria e della nutrizione",92,NA,NA,NA,137
2013/2014,04101,Carlo Bo,LM-37,"lingue per la didattica, l'editoria, l'impresa",40,NA,NA,NA,77
2013/2014,04101,Carlo Bo,LM-51,psicologia clinica,97,NA,NA,NA,95
2013/2014,04101,Carlo Bo,LM-59,comunicazione e pubblicita per le organizzazioni,39,NA,NA,NA,52
2013/2014,04101,Carlo Bo,LM-62,governo e comunicazione politica,20,NA,NA,NA,17
2013/2014,04101,Carlo Bo,LM-67,scienze motorie per la prevenzione e la salute,63,NA,NA,NA,83
2013/2014,04101,Carlo Bo,LM-68,scienze dello sport,35,NA,NA,NA,54
2013/2014,04101,Carlo Bo,LM-74,scienze e tecnologie geologiche e ambientali,8,NA,NA,NA,11
2013/2014,04101,Carlo Bo,LM-77,economia e gestione aziendale,41,NA,NA,NA,68
2013/2014,04101,Carlo Bo,LM-77,marketing e comunicazione per le aziende,32,NA,NA,NA,64
2013/2014,04101,Carlo Bo,LM-78,"filosofie della conoscenza, della morale e della comunicazione",12,NA,NA,NA,19
2013/2014,04101,Carlo Bo,LM-85,pedagogia e progettazione educativa,29,NA,NA,NA,34
2013/2014,04101,Carlo Bo,LM-87,"gestione delle politiche, dei servizi sociali e della mediazione interculturale",29,NA,NA,NA,49
2013/2014,04101,Carlo Bo,LM-89,storia dell'arte,27,NA,NA,NA,34
2013/2014,04101,Carlo Bo,LMG/01,giurisprudenza,103,NA,NA,NA,125
2013/2014,04101,Carlo Bo,LMR/02,conservazione e restauro dei beni culturali,20,NA,NA,NA,8
2013/2014,04201,Marche,L-07,ingegneria civile e ambientale,72,NA,NA,NA,122
2013/2014,04201,Marche,L-08,ingegneria biomedica,65,NA,NA,NA,154
2013/2014,04201,Marche,L-08,ingegneria elettronica,41,NA,NA,NA,68
2013/2014,04201,Marche,L-08,ingegneria gestionale,9,NA,NA,NA,8
2013/2014,04201,Marche,L-08,ingegneria informatica e dell'automazione,74,NA,NA,NA,175
2013/2014,04201,Marche,L-09,ingegneria gestionale,23,NA,NA,NA,51
2013/2014,04201,Marche,L-09,ingegneria meccanica,106,NA,NA,NA,213
2013/2014,04201,Marche,L-13,scienze biologiche,61,NA,NA,NA,468
2013/2014,04201,Marche,L-23,ingegneria edile,75,NA,NA,NA,111
2013/2014,04201,Marche,L-25,scienze e tecnologie agrarie,29,NA,NA,NA,104
2013/2014,04201,Marche,L-25,scienze forestali e ambientali,20,NA,NA,NA,54
2013/2014,04201,Marche,L-26,scienze e tecnologie alimentari,22,NA,NA,NA,67
2013/2014,04201,Marche,L-33,economia e commercio,53,NA,NA,NA,558
2013/2014,04201,Marche,L/SNT1,infermieristica,193,NA,NA,NA,434
2013/2014,04201,Marche,L/SNT1,ostetricia,20,NA,NA,NA,26
2013/2014,04201,Marche,L/SNT2,educazione professionale,14,NA,NA,NA,37
2013/2014,04201,Marche,L/SNT2,fisioterapia,26,NA,NA,NA,39
2013/2014,04201,Marche,L/SNT3,igiene dentale,15,NA,NA,NA,25
2013/2014,04201,Marche,L/SNT3,"tecniche di radiologia medica, per immagini e radioterapia",15,NA,NA,NA,17
2013/2014,04201,Marche,L/SNT4,tecniche della prevenzione nell'ambiente e nei luoghi di lavoro,14,NA,NA,NA,24
2013/2014,04201,Marche,LM-06,biologia marina,41,NA,NA,NA,54
2013/2014,04201,Marche,LM-16,scienze economiche e finanziarie,72,NA,NA,NA,61
2013/2014,04201,Marche,LM-23,ingegneria civile,40,NA,NA,NA,112
2013/2014,04201,Marche,LM-24,ingegneria edile,68,NA,NA,NA,105
2013/2014,04201,Marche,LM-29,ingegneria elettronica,45,NA,NA,NA,51
2013/2014,04201,Marche,LM-31,ingegneria gestionale,31,NA,NA,NA,34
2013/2014,04201,Marche,LM-32,ingegneria informatica e dell'automazione,41,NA,NA,NA,63
2013/2014,04201,Marche,LM-33,ingegneria meccanica,102,NA,NA,NA,113
2013/2014,04201,Marche,LM-56,economia e commercio internazionale,77,NA,NA,NA,50
2013/2014,04201,Marche,LM-69,scienze agrarie e del territorio,23,NA,NA,NA,33
2013/2014,04201,Marche,LM-77,economia e management,152,NA,NA,NA,266
2013/2014,04201,Marche,LM-87,organizzazione e gestione dei servizi sociali,10,NA,NA,NA,10
2013/2014,04201,Marche,LM/SNT1,scienze infermieristiche e ostetriche,26,NA,NA,NA,30
2013/2014,04201,Marche,LM/SNT2,scienze riabilitative delle professioni sanitarie,25,NA,NA,NA,30
2013/2014,04301,Macerata,L-05,filosofia,41,NA,NA,NA,71
2013/2014,04301,Macerata,L-10,lettere,73,NA,NA,NA,126
2013/2014,04301,Macerata,L-11,lingue e culture straniere occidentali e orientali,51,NA,NA,NA,183
2013/2014,04301,Macerata,L-12,discipline della mediazione linguistica,104,NA,NA,NA,292
2013/2014,04301,Macerata,L-14,scienze giuridiche applicate,14,NA,NA,NA,88
2013/2014,04301,Macerata,L-15,scienze del turismo,39,NA,NA,NA,55
2013/2014,04301,Macerata,L-18,"economia: banche, aziende e mercati",87,NA,NA,NA,163
2013/2014,04301,Macerata,L-19,scienze dell'educazione e della formazione,160,NA,NA,NA,304
2013/2014,04301,Macerata,L-20,scienze della comunicazione,32,NA,NA,NA,70
2013/2014,04301,Macerata,L-36,scienze politiche e relazioni internazionali,10,NA,NA,NA,142
2013/2014,04301,Macerata,L-39,"teorie, culture e tecniche per il servizio sociale",50,NA,NA,NA,45
2013/2014,04301,Macerata,LM-14,filologia classica e moderna,32,NA,NA,NA,44
2013/2014,04301,Macerata,LM-38,lingue moderne per la comunicazione e la cooperazione internazionale,34,NA,NA,NA,49
2013/2014,04301,Macerata,LM-49,progettazione e gestione dei sistemi turistici,14,NA,NA,NA,35
2013/2014,04301,Macerata,LM-59,"scienze della comunicazione pubblica, d'impresa e pubblicita",15,NA,NA,NA,19
2013/2014,04301,Macerata,LM-62,studi politici e internazionali,28,NA,NA,NA,65
2013/2014,04301,Macerata,LM-63,scienze delle pubbliche amministrazioni e delle organizzazioni complesse,11,NA,NA,NA,17
2013/2014,04301,Macerata,LM-77,consulenza e direzione aziendale,36,NA,NA,NA,45
2013/2014,04301,Macerata,LM-77,mercati ed intermediari finanziari,19,NA,NA,NA,12
2013/2014,04301,Macerata,LM-78,scienze filosofiche,25,NA,NA,NA,33
2013/2014,04301,Macerata,LM-84,ricerca storica e risorse della memoria,27,NA,NA,NA,24
2013/2014,04301,Macerata,LM-85,scienze pedagogiche,72,NA,NA,NA,122
2013/2014,04301,Macerata,LM-87,politiche e programmazione dei servizi alla persona,11,NA,NA,NA,20
2013/2014,04301,Macerata,LM-89,management dei beni culturali,23,NA,NA,NA,30
2013/2014,04301,Macerata,LMG/01,giurisprudenza,141,NA,NA,NA,267
2013/2014,04302,Camerino,L-02,bioscienze e biotecnologia - biosciences and biotechnology,12,NA,NA,NA,63
2013/2014,04302,Camerino,L-04,disegno industriale e ambientale,53,NA,NA,NA,94
2013/2014,04302,Camerino,L-13,biologia della nutrizione,29,NA,NA,NA,120
2013/2014,04302,Camerino,L-17,scienze dell'architettura,99,NA,NA,NA,71
2013/2014,04302,Camerino,L-27,chimica,17,NA,NA,NA,59
2013/2014,04302,Camerino,L-31,informatica,50,NA,NA,NA,123
2013/2014,04302,Camerino,L-35,matematica e applicazioni,25,NA,NA,NA,28
2013/2014,04302,Camerino,LM-04,architettura,102,NA,NA,NA,105
2013/2014,04302,Camerino,LM-06,biological sciences,38,NA,NA,NA,69
2013/2014,04302,Camerino,LM-13,farmacia,24,NA,NA,NA,155
2013/2014,04302,Camerino,LM-18,computer science,28,NA,NA,NA,48
2013/2014,04302,Camerino,LM-40,matematica e applicazioni,12,NA,NA,NA,14
2013/2014,04302,Camerino,LM-54,chemistry and advanced chemical methodologies,21,NA,NA,NA,36
2013/2014,04302,Camerino,LM-74,geoenvironmental resources and risks,9,NA,NA,NA,27
2013/2014,04302,Camerino,LMG/01,giurisprudenza,67,NA,NA,NA,89
2013/2014,04801,Firenze,L-01,"storia e tutela dei beni archeologici, artistici, archivistici e librari",141,NA,NA,NA,194
2013/2014,04801,Firenze,L-02,biotecnologie,68,NA,NA,NA,224
2013/2014,04801,Firenze,L-03,"discipline delle arti, della musica e dello spettacolo",35,NA,NA,NA,109
2013/2014,04801,Firenze,L-03,progettazione e gestione di eventi e imprese dell'arte e dello spettacolo,56,NA,NA,NA,125
2013/2014,04801,Firenze,L-04,disegno industriale,113,NA,NA,NA,209
2013/2014,04801,Firenze,L-05,filosofia,57,NA,NA,NA,96
2013/2014,04801,Firenze,L-08,ingegneria elettronica e delle telecomunicazioni,47,NA,NA,NA,102
2013/2014,04801,Firenze,L-08,ingegneria informatica,26,NA,NA,NA,134
2013/2014,04801,Firenze,L-09,ingegneria meccanica,101,NA,NA,NA,302
2013/2014,04801,Firenze,L-11,"lingue, letterature e studi interculturali",182,NA,NA,NA,484
2013/2014,04801,Firenze,L-13,scienze biologiche,109,NA,NA,NA,225
2013/2014,04801,Firenze,L-14,scienze dei servizi giuridici,35,NA,NA,NA,186
2013/2014,04801,Firenze,L-17,scienze dell'architettura,106,NA,NA,NA,131
2013/2014,04801,Firenze,L-18,economia aziendale,275,NA,NA,NA,710
2013/2014,04801,Firenze,L-19,scienze dell'educazione sociale,126,NA,NA,NA,229
2013/2014,04801,Firenze,L-19,scienze dell'infanzia,213,NA,NA,NA,438
2013/2014,04801,Firenze,L-20,scienze umanistiche per la comunicazione,78,NA,NA,NA,190
2013/2014,04801,Firenze,L-22,"scienze motorie, sport e salute",73,NA,NA,NA,148
2013/2014,04801,Firenze,L-24,scienze e tecniche psicologiche,296,NA,NA,NA,521
2013/2014,04801,Firenze,L-25,scienze agrarie,33,NA,NA,NA,103
2013/2014,04801,Firenze,L-25,scienze forestali e ambientali,34,NA,NA,NA,87
